age,gender,education,occupation,organization_type,seniority,annual_income,disposable_income,house_type,vehicle_type,marital_status,no_card,default
26,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,218010,12182,Company provided,None,Single,0,0
25,Male,Post Graduate,Salaried,Tier 2,Junior,296047,4939,Rented,None,Married,0,0
27,Female,Graduate,Salaried,Tier 3,Mid-level 1,116772,20138,Rented,None,Married,0,0
30,Male,Graduate,Professional,None,None,401166,29815,Rented,None,Single,0,0
19,Male,Under Graduate,Salaried,Tier 2,Entry,228399,12635,Owned,Four Wheeler,Single,0,0
27,Female,Graduate,Professional,None,None,422483,45471,Rented,None,Married,0,0
29,Female,Graduate,Business,None,None,449358,9404,Rented,None,Married,0,0
26,Female,Other,Business,None,None,326479,23629,Company provided,None,Single,0,0
25,Male,Post Graduate,Salaried,None,Junior,286932,19936,Rented,Two Wheeler,Married,0,0
28,Male,Post Graduate,Student,None,None,442888,21533,Owned,None,Married,0,0
20,Male,Graduate,Professional,None,None,214080,31231,Rented,None,Single,0,0
28,Female,Graduate,Business,None,None,380555,47674,Rented,Four Wheeler,Married,2,0
46,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,377108,14039,Company provided,None,Married,1,0
19,Female,Graduate,Salaried,Tier 3,Entry,418911,29522,Rented,None,Married,0,0
63,Male,Graduate,Salaried,Tier 2,Mid-level 1,339592,10532,Rented,Two Wheeler,Single,0,0
25,Female,Graduate,Salaried,Tier 2,Mid-level 1,84303,9067,Rented,None,Married,2,0
41,Male,Post Graduate,Student,None,None,287191,6321,Family,None,Single,0,0
24,Male,Graduate,Salaried,Tier 2,Junior,393585,1043,Rented,None,Married,0,0
35,Male,Post Graduate,Professional,None,None,252457,3739,Rented,None,Single,0,0
34,Male,Post Graduate,Business,None,None,378662,22476,Owned,None,Married,0,0
28,Female,Post Graduate,Business,None,None,100990,42725,Owned,Four Wheeler,Single,1,0
27,Male,Under Graduate,Professional,None,None,227904,11912,Rented,None,Single,1,0
39,Male,Post Graduate,Professional,None,None,392503,25763,Company provided,Two Wheeler,Married,1,0
35,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,262040,21410,Rented,Two Wheeler,Single,0,0
25,Male,Graduate,Salaried,Tier 3,Entry,246370,37215,Owned,None,Single,0,0
37,Male,Post Graduate,Salaried,None,Mid-level 1,313286,13361,Owned,None,Single,1,0
29,Male,Post Graduate,Professional,None,None,79082,15970,Rented,Two Wheeler,Married,1,0
28,Female,Graduate,Salaried,Tier 3,Junior,215736,45061,Rented,None,Married,0,0
37,Male,Under Graduate,Salaried,None,Mid-level 1,330352,22086,Rented,None,Married,2,0
19,Female,Post Graduate,Student,None,None,399665,8682,Rented,None,Single,1,0
61,Male,Graduate,Salaried,None,Mid-level 1,418398,12780,Rented,None,Married,2,0
26,Male,Graduate,Salaried,Tier 2,Entry,206323,2832,Rented,None,Married,1,0
24,Female,Graduate,Salaried,Tier 3,Junior,147034,15141,Family,None,Single,1,0
34,Male,Graduate,Business,None,None,289270,9579,Rented,None,Married,0,0
19,Male,Post Graduate,Business,None,None,98677,17220,Rented,Two Wheeler,Married,1,0
28,Male,Post Graduate,Professional,None,None,232780,16743,Rented,None,Single,1,0
27,Male,Post Graduate,Business,None,None,263340,8859,Owned,None,Other,0,0
30,Male,Other,Professional,None,None,194291,49134,Company provided,None,Other,0,0
25,Male,Graduate,Salaried,None,Junior,181873,6376,Rented,None,Single,0,0
29,Male,Post Graduate,Salaried,None,Mid-level 1,455606,21348,Owned,Two Wheeler,Single,1,0
26,Male,Post Graduate,Salaried,None,Junior,155908,23920,Family,None,Single,0,0
62,Female,Post Graduate,Professional,None,None,616344,37388,Rented,None,Married,0,0
52,Male,Graduate,Business,None,None,121436,40948,Owned,None,Single,2,0
52,Female,Post Graduate,Professional,None,None,195999,12242,Family,None,Single,0,0
30,Female,Under Graduate,Salaried,None,Junior,185961,8728,Rented,Two Wheeler,Single,0,0
18,Male,Graduate,Salaried,None,Mid-level 1,123627,23538,Rented,Two Wheeler,Married,1,0
27,Female,Post Graduate,Salaried,Tier 3,Entry,328609,20831,Rented,Two Wheeler,Married,1,0
64,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,348104,48406,Rented,Two Wheeler,Married,0,0
27,Male,Graduate,Business,None,None,332576,8264,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,None,Junior,376440,9447,Rented,None,Married,0,0
28,Male,Graduate,Professional,None,None,369212,1928,Owned,None,Married,1,0
42,Male,Graduate,Salaried,None,Mid-level 1,249488,5285,Rented,None,Married,0,0
18,Male,Post Graduate,Professional,None,None,60267,13770,Company provided,None,Married,1,0
28,Male,Graduate,Business,None,None,134439,13216,Rented,None,Married,0,0
28,Male,Post Graduate,Salaried,None,Junior,430189,17901,Owned,Two Wheeler,Single,0,0
37,Male,Under Graduate,Salaried,None,Mid-level 1,163114,13538,Owned,None,Single,0,0
26,Male,Graduate,Student,None,None,201450,13980,Rented,None,Single,0,0
34,Male,Graduate,Salaried,None,Mid-level 1,204572,5391,Family,None,Single,1,0
19,Male,Graduate,Salaried,None,Mid-level 1,461328,11348,Rented,Two Wheeler,Married,1,0
26,Female,Post Graduate,Professional,None,None,209203,47582,Company provided,None,Married,0,0
29,Male,Other,Business,None,None,266867,6110,Owned,None,Married,0,0
21,Male,Graduate,Business,None,None,122958,9198,Rented,None,Single,0,0
30,Male,Post Graduate,Salaried,Tier 2,Junior,68808,22041,Rented,None,Married,1,0
23,Male,Under Graduate,Salaried,None,Junior,258932,11938,Rented,Two Wheeler,Married,0,0
24,Male,Under Graduate,Salaried,None,Mid-level 1,365830,14808,Rented,None,Single,0,0
28,Male,Under Graduate,Salaried,Tier 3,Entry,240261,8457,Rented,Two Wheeler,Married,0,0
62,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,255425,15965,Rented,None,Married,1,0
29,Female,Post Graduate,Business,None,None,421739,16369,Rented,Two Wheeler,Single,1,0
42,Female,Other,Business,None,None,597385,30438,Owned,None,Other,0,0
19,Male,Graduate,Salaried,None,Junior,264732,19080,Family,Two Wheeler,Married,1,0
19,Female,Post Graduate,Business,None,None,107897,7703,Owned,Two Wheeler,Married,0,0
27,Male,Under Graduate,Salaried,Tier 3,Entry,79690,11539,Owned,None,Single,0,0
21,Male,Graduate,Salaried,None,Mid-level 1,321339,16045,Owned,None,Married,0,0
31,Female,Other,Salaried,Tier 3,Mid-level 1,252960,12838,Rented,Two Wheeler,Single,0,0
23,Female,Graduate,Salaried,None,Entry,480561,6190,Rented,None,Single,1,0
35,Male,Graduate,Salaried,None,Mid-level 1,645920,47903,Rented,None,Married,0,0
20,Male,Graduate,Professional,None,None,234372,23774,Owned,None,Single,0,0
26,Male,Graduate,Professional,None,None,367775,2271,Owned,None,Married,2,0
18,Male,Post Graduate,Salaried,None,Entry,263808,32120,Family,None,Married,0,0
20,Male,Other,Salaried,None,Entry,433101,18867,Owned,Two Wheeler,Married,0,0
25,Male,Post Graduate,Salaried,None,Entry,245259,42587,Rented,Two Wheeler,Married,2,0
63,Male,Post Graduate,Salaried,None,Mid-level 1,579673,39366,Family,Two Wheeler,Married,0,0
36,Female,Graduate,Business,None,None,441200,12852,Owned,Two Wheeler,Single,0,0
26,Male,Under Graduate,Salaried,Tier 3,Junior,347031,1821,Rented,Four Wheeler,Married,0,0
24,Female,Graduate,Salaried,None,Junior,416769,1883,Rented,Four Wheeler,Single,1,0
27,Female,Graduate,Business,None,None,242933,4713,Company provided,None,Married,1,0
29,Male,Other,Salaried,None,Entry,461971,18903,Rented,None,Married,0,1
30,Male,Graduate,Professional,None,None,195806,31950,Rented,None,Married,1,0
62,Male,Graduate,Business,None,None,450179,4713,Company provided,None,Married,0,0
21,Female,Post Graduate,Salaried,Tier 2,Mid-level 1,436064,2715,Rented,Two Wheeler,Married,0,0
26,Male,Under Graduate,Business,None,None,83460,24514,Owned,None,Married,0,0
35,Male,Post Graduate,Business,None,None,477091,24119,Rented,None,Single,2,0
27,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,223768,2017,Family,None,Married,1,0
30,Male,Under Graduate,Salaried,Tier 2,Junior,68217,17174,Rented,None,Married,1,0
27,Female,Graduate,Salaried,None,Entry,253578,38427,Rented,None,Single,0,0
30,Male,Graduate,Salaried,Tier 3,Mid-level 1,199855,34899,Rented,None,Married,2,0
29,Male,Post Graduate,Salaried,Tier 2,Junior,241142,36848,Family,None,Married,2,0
26,Male,Under Graduate,Salaried,None,Junior,53283,18880,Rented,None,Other,0,0
32,Male,Graduate,Salaried,Tier 3,Mid-level 1,275822,28803,Rented,None,Married,0,0
34,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,184853,7503,Owned,None,Married,1,0
39,Male,Post Graduate,Student,None,None,83516,3199,Rented,None,Married,0,0
35,Male,Post Graduate,Business,None,None,62183,19087,Owned,None,Married,0,0
29,Male,Post Graduate,Professional,None,None,172956,14546,Rented,None,Married,0,0
44,Male,Post Graduate,Student,None,None,293122,5997,Owned,Two Wheeler,Single,0,0
27,Male,Graduate,Salaried,Tier 2,Mid-level 1,299001,17319,Company provided,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Entry,174680,12824,Rented,None,Single,0,0
21,Male,Under Graduate,Student,None,None,448669,20935,Rented,None,Married,0,0
28,Male,Other,Salaried,Tier 2,Entry,264516,8782,Rented,None,Married,2,0
64,Male,Graduate,Business,None,None,238128,1349,Rented,None,Single,0,0
22,Female,Post Graduate,Salaried,None,Entry,179357,48692,Rented,Two Wheeler,Married,0,0
24,Male,Other,Salaried,None,Mid-level 1,243874,18823,Rented,Two Wheeler,Married,0,0
59,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,145151,39659,Rented,None,Married,1,0
25,Male,Graduate,Salaried,Tier 3,Entry,371494,40505,Rented,None,Other,0,0
44,Male,Post Graduate,Student,None,None,133184,22349,Owned,None,Married,0,0
25,Female,Under Graduate,Professional,None,None,94110,19367,Rented,None,Married,0,0
32,Female,Graduate,Salaried,None,Mid-level 1,311042,3687,Rented,Two Wheeler,Married,1,0
34,Female,Graduate,Salaried,Tier 3,Mid-level 1,519955,38975,Owned,None,Married,0,0
20,Male,Graduate,Salaried,None,Junior,351715,8380,Family,None,Married,1,0
42,Female,Graduate,Salaried,Tier 2,Mid-level 1,193814,1599,Rented,None,Single,0,0
28,Female,Post Graduate,Professional,None,None,78970,13100,Rented,None,Married,2,0
41,Male,Graduate,Salaried,None,Mid-level 1,354092,9410,Owned,None,Married,2,0
18,Male,Graduate,Salaried,Tier 2,Entry,374951,4683,Rented,Four Wheeler,Married,2,0
48,Male,Other,Salaried,Tier 1,Mid-level 1,144333,4160,Owned,None,Single,1,0
28,Female,Post Graduate,Business,None,None,351184,17839,Company provided,Two Wheeler,Married,0,0
27,Male,Post Graduate,Salaried,None,Mid-level 1,348796,22522,Rented,Four Wheeler,Single,0,1
25,Female,Graduate,Salaried,None,Junior,315204,6556,Rented,None,Married,0,0
38,Female,Post Graduate,Business,None,None,205065,24524,Rented,Two Wheeler,Single,0,0
43,Male,Graduate,Salaried,Tier 2,Mid-level 1,166708,10201,Company provided,None,Married,2,0
27,Female,Graduate,Salaried,None,Mid-level 1,101173,4027,Family,None,Single,1,0
36,Male,Graduate,Professional,None,None,153335,16197,Rented,Two Wheeler,Single,0,0
29,Female,Post Graduate,Professional,None,None,344172,44598,Rented,None,Married,1,0
30,Male,Graduate,Salaried,Tier 1,Entry,276778,11853,Rented,None,Single,2,0
22,Male,Graduate,Salaried,Tier 1,Entry,325543,46156,Rented,None,Single,0,1
26,Female,Graduate,Salaried,None,Entry,797038,46734,Owned,None,Married,0,0
29,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,214955,28939,Rented,Two Wheeler,Single,0,0
38,Male,Graduate,Student,None,None,175524,14814,Family,Two Wheeler,Married,0,0
29,Male,Graduate,Professional,None,None,414969,31114,Rented,Two Wheeler,Married,2,0
29,Male,Graduate,Salaried,None,Junior,209691,21596,Company provided,None,Married,0,0
29,Male,Post Graduate,Salaried,None,Entry,55596,9140,Rented,Two Wheeler,Married,0,0
29,Male,Under Graduate,Salaried,None,Junior,105281,39292,Rented,None,Married,1,0
27,Male,Graduate,Professional,None,None,158553,7736,Rented,Four Wheeler,Married,0,0
38,Male,Graduate,Business,None,None,428435,10282,Rented,None,Married,0,0
27,Female,Other,Salaried,Tier 3,Junior,173240,6572,Rented,Two Wheeler,Single,2,0
28,Male,Graduate,Salaried,None,Entry,267950,11807,Family,None,Single,1,0
25,Male,Post Graduate,Business,None,None,472012,15080,Owned,None,Married,0,0
24,Female,Post Graduate,Student,None,None,71781,14873,Rented,None,Married,0,0
61,Male,Graduate,Salaried,None,Mid-level 1,583308,41127,Owned,Two Wheeler,Married,0,0
28,Male,Graduate,Professional,None,None,219440,6085,Rented,None,Married,0,0
27,Female,Post Graduate,Salaried,None,Junior,368225,24292,Owned,None,Other,0,0
27,Female,Post Graduate,Professional,None,None,200295,18466,Family,Two Wheeler,Married,0,0
30,Male,Graduate,Salaried,Tier 2,Mid-level 1,142343,4267,Rented,Two Wheeler,Single,0,0
34,Male,Graduate,Salaried,Tier 3,Mid-level 1,55144,19654,Rented,None,Married,0,0
30,Female,Post Graduate,Salaried,None,Mid-level 1,65545,5920,Rented,None,Married,0,0
54,Male,Graduate,Professional,None,None,107674,33355,Rented,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Entry,260429,41397,Family,Two Wheeler,Married,1,0
22,Male,Post Graduate,Professional,None,None,146185,14113,Rented,Two Wheeler,Married,1,0
54,Male,Graduate,Professional,None,None,957186,43058,Owned,Two Wheeler,Single,1,1
29,Male,Post Graduate,Salaried,Tier 2,Entry,119746,16836,Rented,None,Married,0,0
27,Male,Graduate,Salaried,Tier 3,Junior,174762,1894,Rented,None,Married,1,0
28,Male,Graduate,Professional,None,None,213703,26664,Company provided,Two Wheeler,Married,0,0
27,Male,Graduate,Salaried,None,Mid-level 1,375756,27874,Rented,None,Married,0,0
29,Female,Post Graduate,Business,None,None,312266,10428,Rented,Four Wheeler,Single,1,0
28,Male,Post Graduate,Professional,None,None,73823,9942,Rented,None,Married,0,0
29,Female,Graduate,Business,None,None,364117,22872,Family,None,Single,0,0
39,Male,Under Graduate,Salaried,None,Mid-level 1,373777,15256,Owned,None,Single,1,0
26,Female,Graduate,Student,None,None,183459,33766,Rented,None,Single,2,0
37,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,103881,31414,Rented,Two Wheeler,Married,0,0
29,Female,Other,Salaried,Tier 3,Mid-level 1,114469,19488,Family,None,Married,0,1
41,Female,Graduate,Salaried,None,Mid-level 1,475120,23086,Rented,None,Married,0,0
25,Female,Under Graduate,Salaried,None,Entry,128272,38465,Rented,Two Wheeler,Married,2,0
43,Male,Under Graduate,Business,None,None,413487,7791,Owned,Two Wheeler,Single,0,0
33,Male,Post Graduate,Business,None,None,398653,10428,Rented,Two Wheeler,Married,0,0
29,Male,Graduate,Salaried,Tier 3,Entry,80264,15576,Owned,Four Wheeler,Married,1,0
27,Male,Under Graduate,Student,None,None,469558,43866,Owned,None,Married,0,0
51,Female,Graduate,Business,None,None,446347,23114,Rented,Two Wheeler,Married,0,0
26,Male,Graduate,Salaried,None,Mid-level 1,383341,21390,Rented,None,Married,0,0
26,Female,Post Graduate,Salaried,None,Junior,288387,36629,Rented,None,Married,0,0
27,Female,Graduate,Salaried,Tier 2,Mid-level 1,59291,16097,Rented,Two Wheeler,Married,0,0
22,Male,Graduate,Professional,None,None,136412,13108,Rented,Two Wheeler,Married,1,0
29,Male,Post Graduate,Professional,None,None,475851,15138,Rented,Two Wheeler,Other,0,0
28,Female,Under Graduate,Salaried,None,Junior,326748,19127,Rented,Four Wheeler,Married,1,0
25,Female,Post Graduate,Salaried,None,Junior,279306,5921,Rented,None,Single,0,0
44,Female,Other,Business,None,None,210148,10462,Rented,None,Married,0,0
23,Male,Graduate,Salaried,None,Junior,258052,38237,Owned,Four Wheeler,Single,0,0
25,Male,Post Graduate,Salaried,None,Mid-level 1,373316,32820,Owned,Two Wheeler,Single,2,0
29,Female,Other,Salaried,Tier 3,Mid-level 1,340333,9596,Rented,Two Wheeler,Married,0,0
46,Male,Other,Professional,None,None,150471,23971,Rented,Two Wheeler,Single,0,0
36,Female,Graduate,Salaried,Tier 2,Mid-level 1,417844,10562,Rented,None,Married,0,0
26,Female,Post Graduate,Salaried,None,Junior,347774,24694,Rented,None,Single,0,0
62,Male,Under Graduate,Salaried,None,Mid-level 1,229100,16694,Rented,None,Married,0,0
30,Female,Graduate,Salaried,Tier 2,Junior,298037,21735,Rented,None,Single,0,0
28,Male,Graduate,Student,None,None,131216,8536,Rented,Two Wheeler,Married,1,0
29,Male,Graduate,Salaried,None,Entry,232102,20215,Rented,None,Married,2,0
33,Male,Graduate,Salaried,None,Mid-level 1,96052,36519,Owned,None,Married,1,0
28,Female,Graduate,Salaried,Tier 3,Entry,373604,3311,Company provided,Two Wheeler,Single,0,0
26,Male,Graduate,Professional,None,None,239313,12096,Rented,None,Married,1,0
23,Female,Graduate,Salaried,Tier 3,Mid-level 1,214590,44135,Owned,None,Married,0,0
45,Male,Graduate,Student,None,None,219138,3552,Company provided,None,Married,0,0
26,Male,Under Graduate,Salaried,Tier 3,Mid-level 1,902336,47397,Company provided,None,Married,0,0
45,Male,Post Graduate,Salaried,Tier 3,Mid-level 1,344652,41826,Owned,None,Married,0,0
24,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,458343,2194,Rented,None,Married,0,0
28,Female,Graduate,Salaried,None,Entry,113435,13575,Owned,Four Wheeler,Married,0,0
63,Male,Other,Professional,None,None,478342,12115,Rented,None,Single,0,0
29,Male,Other,Salaried,None,Mid-level 1,451984,16317,Company provided,None,Married,0,0
36,Male,Post Graduate,Business,None,None,978988,44863,Rented,None,Single,1,0
26,Female,Post Graduate,Business,None,None,66957,34453,Rented,None,Married,2,0
30,Male,Graduate,Business,None,None,257390,44700,Rented,None,Single,0,0
28,Male,Post Graduate,Salaried,Tier 2,Mid-level 1,98395,8362,Rented,Two Wheeler,Married,0,0
25,Male,Post Graduate,Business,None,None,434254,37455,Rented,None,Married,0,0
40,Female,Post Graduate,Salaried,Tier 3,Mid-level 1,99936,27310,Rented,None,Married,0,0
25,Female,Graduate,Salaried,Tier 3,Mid-level 1,252813,11933,Company provided,None,Married,1,0
28,Female,Graduate,Professional,None,None,296502,24500,Family,None,Other,0,0
25,Male,Graduate,Salaried,Tier 3,Mid-level 1,227127,17835,Rented,None,Married,1,0
35,Male,Graduate,Salaried,None,Mid-level 1,104925,11022,Rented,Two Wheeler,Married,0,0
35,Male,Under Graduate,Professional,None,None,814958,47367,Owned,None,Single,0,0
25,Male,Graduate,Salaried,Tier 3,Entry,357160,12367,Company provided,None,Single,0,0
34,Female,Post Graduate,Salaried,None,Mid-level 1,317211,6518,Family,None,Married,0,0
25,Male,Graduate,Professional,None,None,127446,28105,Company provided,None,Single,0,0
34,Male,Graduate,Salaried,None,Mid-level 1,415043,16536,Family,None,Single,1,0
25,Male,Post Graduate,Salaried,None,Mid-level 1,70095,38402,Rented,None,Married,0,0
25,Male,Graduate,Salaried,Tier 3,Mid-level 1,81839,10780,Company provided,Four Wheeler,Married,0,0
39,Male,Graduate,Salaried,None,Mid-level 1,459717,11176,Owned,None,Single,1,0
28,Female,Post Graduate,Salaried,None,Entry,66598,4397,Family,None,Married,0,0
30,Male,Graduate,Business,None,None,258956,24200,Rented,None,Married,2,0
51,Female,Graduate,Salaried,None,Mid-level 1,293673,2380,Rented,None,Married,1,0
29,Male,Graduate,Salaried,None,Mid-level 1,246407,8382,Rented,Four Wheeler,Married,2,0
37,Male,Post Graduate,Salaried,None,Mid-level 1,211442,14230,Owned,Four Wheeler,Married,1,0
